[BattleStart]|{HasSkill=99}
[Secretary]<RNGGen=3>|{RNG=1}{Fed}<SRheavyGrowl><SRemptyGrowl><SRheavyBurp><NF><NETail><NEBlush><NEMouth\Horny><NEEyes\Narrow><NEBrows\Sad>Urrrrrrp! Oh god, how do they make these girls taste so good!? I don't know how she does it, but that doctor of yours is a genius!|
[Secretary]<RNGGen=3>|{RNG>2}<SEinteract><NF><NEMouth\Open><NEEyes\Normal><NEBrows\Normal>How come you're wearing so many clothes, Human? It's nice and warm today! You should soak up the heat while you can! ...Eh? Cold-blooded? Warm-blooded? Sounds to me like you're just making excuses. Come on and strip!|
[Secretary]<RNGGen=3>|{RNG=2}<SEinteract><NF><NEStar><NEMouth\Kiss><NEEyes\Wink><NEBrows\Normal>Hey, Human, check out this thing (Doctor) gave me! It can make paintings of whatever it looks at and send them to other things like it instantly! Pretty neat, huh? I think she said it's called a smartphone...?|
[Secretary]<RNGGen=3>|{RNG=1}<SEinteract><NF><NEMouth\Normal><NEEyes\Normal><NEBrows\Normal>This place like, totally rocks! Crazy technology, an all-you-can-eat buffet of girls, and the cutest little human you could ever ask for... is there anything it doesn't have!?|

[Special]<RNGGen=2>|{RNG>1}{Vore}{ComGen>0}<SEse_lightgrowl1><SRlightGrowl><NF><NETail><NEBlush><NEMouth\Sad><NEEyes\ClosedUp><NEBrows\Sad>Mnnnn... ♥ Y-you're making this real hard on me, Human... When there's a cute girl doin' that kinda stuff inside me, all my instincts are telling me I gotta digest her! Just gotta!|
[Special]<RNGGen=2>|{RNG>1}{Vore}<SEse_lightgrowl1><SRlightGrowl><NF><NETail><NEBlush><NEMouth\Sad><NEEyes\Narrow><NEBrows\Normal>Geez, it feels like you're trying to breed with my stomach wall... ♥ Why don't you come out of there and do it with the real thing, instead?|
[Special]<RNGGen=2>|{RNG=1}{Vore}<SEse_lightgrowl1><SRlightGrowl><NF><NETail><NEBlush><NEMouth\Angry><NEEyes\Wink><NEBrows\Sad>Mmph~ ♥ T-try not to squirm around too much... It's hard enough to not digest you, if you keep moving like that my body might just react on its own...|
[Special]<RNGGen=2>|{RNG>1}{Fed}<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NETail><NEMouth\Horny><NEEyes\Closed><NEBrows\Sad>M-mmm... ♥ Ahh~! ♥ Heheheh... ♥`Ahhhhhhhhhhhhhh~~~/<SCSpecial><SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NETail><NEMouth\Open><NEEyes\Normal><NEBrows\Sad>Sh-shoot, that was close! I almost ate you on instinct! M-my bad!|
[Special]<RNGGen=2>|{RNG=1}{Fed}<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NETail><NEMouth\Angry><NEEyes\Narrow><NEBrows\Sad>Ahh! ♥ Nnnnnf... ♥ I-if you do that right now, I...`I'm gonna... O-oh god, don't stop! ♥♥♥|
[Special]<RNGGen=2>|{RNG>1}{Weight>2}{ComGen>0}<SEinteract2><NF><NETail><NEBlush><NEMouth\Horny><NEEyes\Narrow><NEBrows\Flat>Ahh~ ♥ I know they're big, but you're completely obsessed... ...Maybe I should just add you to them next? What do you say, Human, would you like that?|
[Special]<RNGGen=2>|{RNG>1}{Weight>2}<SEinteract2><NF><NETail><NEBlush><NEMouth\Normal><NEEyes\Narrow><NEBrows\Normal>Paizuri? Is that some kind of human food?`...Oh? Hey, that sounds like fun! Let's try it out! ♥|
[Special]<RNGGen=2>|{RNG=1}{Weight>2}<SEinteract2><NF><NETail><NEBlush><NEMouth\Open><NEEyes\Normal><NEBrows\Sad>Mmph... ♥ E-even if you suck on them like that, it's not like anything's gonna come out!|
[Special]<RNGGen=2>|{RNG>1}{ComGen>0}<SEinteract2><NF><NEHeart><NETail><NEBlush><NEMouth\Normal><NEEyes\Narrow><NEBrows\Sad>You wanna do it again, Human? Heeheehee, how many times is that today, already? Nnnnf, you're getting harder to resist eating by the second~ ♥|
[Special]<RNGGen=2>|{RNG>1}<SEinteract2><NF><NEHeart><NETail><NEBlush><NEMouth\Normal><NEEyes\Narrow><NEBrows\Sad>You wanna do it again, Human? Heeheehee, how many times is that today, already? Most guys woulda been squeezed dry by now~ ♥|
[Special]<RNGGen=2>|{RNG=1}<SEinteract2><NF><NETail><NEBlush><NEMouth\Open><NEEyes\Wink><NEBrows\Normal>Geez~ ♥ You've become totally addicted to my body, haven't you? That's what I love about humans, you're all so affectionate!|

[Greeting]|{Vore}<SRheavyGrowl><SRemptyGrowl><NF><NEMouth\Sad><NEEyes\Narrow><NEBrows\Angry>Geez, those girls of yours were giving me some crazy death glares... I mean, come on, it's not like I'm gonna digest you!|
[Greeting]|{Fed}<SRheavyGrowl><SRemptyGrowl>Hey, Human! I picked up a few extras on the way. You don't mind, right?|
[Greeting]|<SEinteract>Yo! Got any plans today, Human? Let's hang out!|

[Return]|{Vore}<SEse_lightgrowl1><SRlightGrowl><NF><NETail><NEBlush><NEHeart><NEMouth\Open><NEEyes\Narrow><NEBrows\Normal>Heeheehee... Right back in your favorite spot, huh, Human? Don't worry, I had plenty to eat while you were gone, so my belly won't try and digest you any time soon... probably.|
[Return]|<SEinteract>Yo! Welcome back, Human! Didja capture any snacks for me while you were out there?|

[Digest]|{ComGen>0}<SRheavyGrowl><SRemptyGrowl><SRheavyBurp><NF><NEBlush><NETail><NEMouth\Horny><NEEyes\Closed><NEBrows\Sad>Urrrrp! Mmph.../<SRheavyGrowl><SRemptyGrowl><NF><NEMouth\Angry><NEEyes\Normal><NEBrows\Normal>Oh- Whoops! Looks like you hit your time limit... Sheesh, I did warn you this'd happen if I swallowed you. You happy now?/<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NETail><NEMouth\Normal><NEEyes\Narrow><NEBrows\Normal>...Oh well! No turning back now, so I guess we might as well enjoy ourselves~ ♥ I've never gotten to digest a human before!/<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NETail><NEMouth\Open><NEEyes\Narrow><NEBrows\Normal>Oops, you... Heeheehee, that's right, you must be feeling pretty good right now, huh? God, I can tell you're masturbating, even while you melt away... I can't even imagine how good that must feel~ ♥|
[Digest]|<SRheavyGrowl><SRemptyGrowl><SRheavyBurp><NF><NEBlush><NETail><NEMouth\Horny><NEEyes\Closed><NEBrows\Sad>Urrrrp! Mmph.../<SRheavyGrowl><SRemptyGrowl><NF><NEMouth\Angry><NEEyes\Normal><NEBrows\Normal>Oh- Whoops! Looks like you hit your time limit... Sheesh, I did warn you this'd happen if I swallowed you. You happy now?/<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NETail><NEMouth\Normal><NEEyes\Narrow><NEBrows\Normal>...Oh well! No turning back now, so I guess we might as well enjoy ourselves~ ♥ I've never gotten to digest a human before!/<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NETail><NEMouth\Open><NEEyes\Narrow><NEBrows\Normal>Oops, you... Heeheehee, that's right, you must be feeling pretty good right now, huh? God, your dick is just spewing out cum nonstop... Sorry, little guy, I'm gonna digest all that, too. You shoulda knocked me up when you had the chance~ ♥|

[DigestPost]|<SRheavyBurp><NF><NEBlush><NETail><NEMouth\Horny><NEEyes\Narrow><NEBrows\Sad>Urrrrp! Nnnnnf... (He) absolutely destroyed my figure, but GOD was it worth it. I had no idea humans tasted that good... I gotta start eating them more often! ♥|

[DigestReturn]|{0%}<NF><NEBlush><NETail><NEMouth\Horny><NEEyes\Narrow><NEBrows\Sad>Mmmph... *Schlrp!* *Suck!* Nnnnff... *Slrrrp!* *Schhhlk!*/<NF><NEBlush><NETail><NEMouth\Horny><NEEyes\Closed><NEBrows\Sad>Ah! ♥ Nnnnff....`*Gulp!* *Gulp!* *Gulp!*/<NF><NEBlush><NETail><NEMouth\Normal><NEEyes\Normal><NEBrows\Normal>...Oh, you're finally awake! You were at full-mast when I came in, so I thought I'd help myself. ♥|
[DigestReturn]|<NF><NEBlush><NETail><NEMouth\Open><NEEyes\Normal><NEBrows\Flat>Wake up, human, you- *Sniff* *Sniff*`...W-wow, you must have had one hell of a wet dream last night. What were you dreaming about?|

[Swallow]|<NF><NETail><NEBlush><NEMouth\Open><NEEyes\Narrow><NEBrows\Normal>Hahaha, what a weird human! Most people'd do anything they can to avoid getting eaten by a lamia, y'know... Oh well, I'll do my best not to digest you, but no hard feelings if I mess up, alright?|

[Feed]|{ToDigest=20}{InStomach>0}<SRheavyGrowl><SRemptyGrowl><SRheavyBurp><NF><NETail><NEBlush><NEMouth\Angry><NEEyes\Narrow><NEBrows\Sad>Urrrp! O-oh god! They taste so good, I can't stop eating them! S-screw the diet, this is a cheat day! I'm gonna eat everyone!|
[Feed]|{ToDigest=20}<SRheavyBurp><NF><NETail><NEBlush><NEMouth\Angry><NEEyes\Narrow><NEBrows\Sad>Urrrp! O-oh god! They taste so good, I can't stop eating them! S-screw the diet, this is a cheat day! I'm gonna eat everyone!|
[Feed]|{ToDigest>6}{InStomach>0}<SRheavyGrowl><SRemptyGrowl><NF><NETail><NEBlush><NEMouth\Sad><NEEyes\Narrow><NEBrows\Sad>Mmmph... Th-that was seriously WAY too much food. Be real with me, Human, am I getting fat? ...No, who cares about those! I'm talking about my tail!|
[Feed]|{ToDigest>5}{InStomach=0}<NF><NETail><NEBlush><NEMouth\Sad><NEEyes\Narrow><NEBrows\Sad>Mmmph... Th-that was seriously WAY too much food. Be real with me, Human, am I getting fat? ...No, who cares about those! I'm talking about my tail!|
[Feed]|{InStomach=6}<SRheavyBurp><SRheavyGrowl><SRemptyGrowl><NF><NETail><NEBlush><NEMouth\Angry><NEEyes\Narrow><NEBrows\Sad>Urrrp! N-no more, I'm stuffed! Mmph, I-I can't believe I let myself pig out like that, this is gonna absolutely destroy my diet...|
[Feed]|{InStomach>1}<SRheavyGrowl><SRemptyGrowl><NF><NETail><NEMouth\Open><NEEyes\ClosedUp><NEBrows\Normal>Ahh~ God, I love the way they squirm when they slide into my tail!|
[Feed]|{InStomach>0}<SRheavyGrowl><SRemptyGrowl><NF><NEHeart><NEMouth\Kiss><NEEyes\Wink><NEBrows\Normal>Aww, come on, Human. Just one serving? You know a girl like me eats more than that!|
[Feed]|{ToDigest>0}<NF><NETail><NEBlush><NEMouth\Open><NEEyes\Narrow><NEBrows\Normal>Eheheh~ ♥ This is seriously the best! There's no better beauty treatment than snacking on some cute girls.|

[UnitDetailsGreeting]|Yo! Welcome to my salon, Human! Need some beauty tips? Maybe a quick makeover?|
[UnitDetails]|<NF><NEHeart><NEMouth\Kiss><NEEyes\Wink><NEBrows\Normal>Hey, Human, say cheese! *Snap!*`To... everyone. On a date... with the human.`Aaaand send!/<NF><NEMouth\Open><NEEyes\Normal><NEBrows\Normal>...What am I doing? Ordering lunch, duh!|

[Quirk]|{Quirk=0}Likes to warm up by taking naps out in the open sun.|
[Quirk]|{Quirk=1}Her favorite spot to be scratched is just behind her right ear. Her face when scratched there makes it feel incredibly wrong.|
[Quirk]|{Quirk=2}Her dream is to win the Nobel prize someday. Being trapped in another dimension doesn't seem to have affected it.|
[Quirk]|{Quirk=3}If she wants attention, she'll keep loudly yelling your name until you give it to her.|
[Quirk]|{Quirk=4}Prefers to play with her food before eating it. The game is chess and she's yet to win a single match.|
[Quirk]|{Quirk=5}She always acts aloof, but is actually much more affectionate than other Schrodingers.|
