[BattleStart]|{HasSkill=99}
[Special]<RNGGen=2>|{RNG>1}{Vore}<SEse_lightgrowl1><SRlightGrowl><NF><NEBlush><NEMouth\Hungry><NEEyes\ClosedUp><NEBrows\Normal>Oops! ...Heeheehee, you like being inside me that much? Don't worry... taking care of 'those' needs is also one of my duties... ♥|
[Special]<RNGGen=2>|{RNG=1}{Vore}<SEse_lightgrowl1><SRlightGrowl><NF><NEBlush><NEMouth\Normal><NEEyes\Normal><NEBrows\Sad>Oh? Are you trying to get more comfortable? You can move around as much as you like, Honey, you won't upset my stomach.|
[Special]<RNGGen=2>|{RNG>1}{Fed}<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Angry><NEEyes\ClosedUp><NEBrows\Sad>Ahhaannn~ ♥ N-no, that's alright, I told you- Nnnnnn~ ♥ t-told you that you could do whatever you wanted, d-didn't I!?|
[Special]<RNGGen=2>|{RNG=1}{Fed}<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Shy><NEEyes\Normal><NEBrows\Sad>Ah- Are they leaking? ...No? Oh, phew... I always need to be careful when I digest people...|
[Special]<RNGGen=2>|{RNG>1}{Weight>2}<SEinteract2><NF><NEBlush><NEMouth\Hungry><NEEyes\Normal><NEBrows\Sad><NEMilk1><NEMilk2>Nnnnf~ ♥ P-please be more gentle, Sweetheart... Come, wouldn't you like to use your mouth, instead? Let me pamper you a little, my sweet child... ♥|
[Special]<RNGGen=2>|{RNG>1}<SEinteract2><NF><NEBlush><NEMouth\Normal><NEEyes\Normal><NEBrows\Normal>Are you interested in my people's ceremonial robes and jewelry, Darling? ...Or is there something else that's on your mind? ♥|
[Special]<RNGGen=2>|{RNG=1}{Weight>2}<SEinteract2><NF><NEBlush><NEMouth\Happy><NEEyes\Normal><NEBrows\Sad><NEMilk1>Ah... Could I ask you for a favor, Darling? My breasts always start to produce so much milk after I digest someone... would you help squeeze it out for me? They're tender, so please be gentle. ♥|
[Special]<RNGGen=2>|{RNG=1}<SEinteract2><NF><NEBlush><NEMouth\Happy><NEEyes\Normal><NEBrows\Normal>Ahh~ ♪ Heeheehee... No need to be so shy, Sweetheart... I told you that you could do whatever you wanted with my body, didn't I?|

[Greeting]|{Vore}<SRheavyGrowl><SRemptyGrowl>See? It's much nicer to stay inside and let mommy take care of everything for you... Wouldn't you agree, Dear?|
[Greeting]|{Fed}<SRheavyGrowl><SRemptyGrowl>Mmmph... Don't worry, Honey... I'm well used to performing my duties while digesting this many people. What shall we take care of next?|
[Greeting]|<SEinteract>Ah... there you are, My Love! I was waiting for you.|

[Return]|{Vore}<SEse_lightgrowl1><SRlightGrowl>Mmph... Are you comfy, My Love? Close your eyes and go to sleep... I'll wake you once dinner is ready. ♥|
[Return]|<SEinteract>Welcome back, My Love! Which would you like first? Dinner? A bath? ....Or perhaps a nap within yours truly? ♥|

[Digest]|{ComGen>0}<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Normal><NEEyes\ClosedUp><NEBrows\Normal>Hmm... Mommy's feeling a little bit hungry, so she's going to digest you. You don't mind, do you, Sweetheart?/<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Shy><NEEyes\Normal><NEBrows\Sad>Ah, don't struggle... You're a good (boy), right? A good (boy) wouldn't let (his) mommy go hungry... (He) would be happy to become a meal for her./<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Happy><NEEyes\ClosedUp><NEBrows\Normal>Shhhh... My sweet baby (boy)... It's going to feel really good while Mommy absorbs your body. Then you get to become part of her forever! Doesn't that sound nice?/<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Normal><NEEyes\Normal><NEBrows\Sad>Thaaaat's it... See? Good (boy)...`...Oops! Heeheehee, that's okay... It's normal to have that happen while being digested.../<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Normal><NEEyes\Normal><NEBrows\Normal>Ah... They stopped moving. What a trusting human... so innocent and sincere. Without a doubt, one of my favorites so far. I'm going to savor digesting them...|
[Digest]|<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Normal><NEEyes\ClosedUp><NEBrows\Normal>Hmm... Mommy's feeling a little bit hungry, so she's going to digest you. You don't mind, do you, Sweetheart?/<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Shy><NEEyes\Normal><NEBrows\Sad>Ah, don't struggle... You're a good (boy), right? A good (boy) wouldn't let (his) mommy go hungry... (He) would be happy to become a meal for her./<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Happy><NEEyes\ClosedUp><NEBrows\Normal>Shhhh... My sweet baby (boy)... It's going to feel really good while Mommy absorbs your body. Then you get to become part of her forever! Doesn't that sound nice?/<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Normal><NEEyes\Normal><NEBrows\Sad>Thaaaat's it... See? Good (boy)...`...Oops! Heeheehee, that's okay... Cum as much as you like, Sweetheart. Mommy's belly will absorb it all.../<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Normal><NEEyes\Normal><NEBrows\Normal>Ah... They stopped moving. What a trusting human... so innocent and sincere. Without a doubt, one of my favorites so far. I'm going to savor digesting them...|

[DigestPost]|<SRemptyGrowl><NF><NEMouth\Sad><NEEyes\Normal><NEBrows\Normal>Hmmm... What was their name, again? Oh dear, I've already forgotten... I suppose it doesn't matter./<NF><NEMouth\Normal><NEEyes\Normal><NEBrows\Normal>Shall I go pay that sweet little doctor a visit next, then? I wonder what she'll think when she sees what remains of her vaunted Commander? I can't wait to have her join them...|

[DigestReturn]|Ah, there you are, dear. I tidied up your office for you while you were... Aww, did you have another bad dream last night? Why don't you come here and tell me all about it...|

[Swallow]|Mmph~ ♪ Heeheehee... It kind of feels like I'm your mommy like this, doesn't it? Would you like that, Sweetie? To be my pampered little (boy)?|

[Feed]|{ToDigest=20}{InStomach>0}<SRheavyGrowl><SRemptyGrowl><SRheavyBurp><NF><NEBlush><NEMouth\Hungry><NEEyes\Wide><NEBrows\Angry>Urrrp! Mmph... M-more! More! Commander, you can't leave it at that! Let me eat all the others, too!/<NF><NEBlush><NEMouth\Hungry><NEEyes\Normal><NEBrows\Sad>Urk! I-I mean... Daaarling~ ♥|
[Feed]|{ToDigest=20}<SRheavyBurp><NF><NEBlush><NEMouth\Hungry><NEEyes\Wide><NEBrows\Angry>Urrrp! Mmph... M-more! More! Commander, you can't leave it at that! Let me eat all the others, too!/<NF><NEBlush><NEMouth\Hungry><NEEyes\Normal><NEBrows\Sad>Urk! I-I mean... Daaarling~ ♥|
[Feed]|{ToDigest>7}{InStomach>0}<SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Hungry><NEEyes\ClosedUp><NEBrows\Sad>Mmmph... Heeheehee! S-so many sacrifices at once... I-I can assure you that the gods are most pleased with you right now, Sweetheart. ♥|
[Feed]|{ToDigest>6}{InStomach=0}<NF><NEBlush><NEMouth\Hungry><NEEyes\ClosedUp><NEBrows\Sad>Mmmph... Heeheehee! S-so many sacrifices at once... I-I can assure you that the gods are most pleased with you right now, Sweetheart. ♥|
[Feed]|{InStomach=7}<SRheavyBurp><SRheavyGrowl><SRemptyGrowl><NF><NEBlush><NEMouth\Shy><NEEyes\ClosedUp><NEBrows\Sad>Mmmph! It's rather t-tight inside me right now... G-give me a moment to digest these girls, then I can eat as many as you want...|
[Feed]|{InStomach>1}<SRheavyGrowl><SRemptyGrowl><NF><NEMouth\Normal><NEEyes\Normal><NEBrows\Sad>...Are you sure it's okay to feed me so many of your servants? I was your enemy up until quite recently... ...It's fine? All this and more? Oh, Darling...|
[Feed]|{InStomach>0}<SRheavyGrowl><SRemptyGrowl><NF><NEMouth\Normal><NEEyes\Normal><NEBrows\Normal>Oh my, what a sweet girl. She just allowed me to eat her, no questions asked. If only all people were so docile... Hmm? Oh, nothing.|
[Feed]|{ToDigest>0}<NF><NEBlush><NEMouth\Happy><NEEyes\Normal><NEBrows\Normal>My, that was satisfying... To be able to produce food of this quality on demand, your "technology" surely is incredible!|

[UnitDetailsGreeting]|Hello, Darling. Is there something you needed?|
[UnitDetails]|<NF><NEMouth\Happy><NEEyes\ClosedUp><NEBrows\Sad>Heeheehee, be careful! I'm quite ticklish, you know...|

[Quirk]|{Quirk=0}Likes to warm up by taking naps out in the open sun.|
[Quirk]|{Quirk=1}Her favorite spot to be scratched is just behind her right ear. Her face when scratched there makes it feel incredibly wrong.|
[Quirk]|{Quirk=2}Her dream is to win the Nobel prize someday. Being trapped in another dimension doesn't seem to have affected it.|
[Quirk]|{Quirk=3}If she wants attention, she'll keep loudly yelling your name until you give it to her.|
[Quirk]|{Quirk=4}Prefers to play with her food before eating it. The game is chess and she's yet to win a single match.|
[Quirk]|{Quirk=5}She always acts aloof, but is actually much more affectionate than other Schrodingers.|
